ts_ms,id,dlc,b0,b1,b2,b3,b4,b5,b6,b7
513625,280,8,165,131,49,16,0,72,0,128
513635,280,8,166,132,49,16,0,72,0,128
513635,1021,8,2,0,0,0,0,0,0,144
513645,280,8,167,133,49,16,0,72,0,128
513665,280,8,168,134,49,16,0,72,0,128
513675,280,8,169,135,49,16,0,72,0,128
513685,280,8,170,136,49,16,0,72,0,128
513695,280,8,171,137,49,16,0,72,0,128
513695,280,8,172,138,49,16,0,72,0,128
513705,280,8,173,139,49,16,0,72,0,128
513715,280,8,174,140,49,16,0,72,0,128
513735,280,8,175,141,49,16,0,72,0,128
513745,280,8,176,142,49,16,0,72,0,128
513755,280,8,177,143,49,16,0,72,0,128
513755,280,8,162,128,49,16,0,72,0,128
513765,280,8,163,129,49,16,0,72,0,128
513775,280,8,164,130,49,16,0,72,0,128
513795,280,8,165,131,49,16,0,72,0,128
513805,280,8,166,132,49,16,0,72,0,128
513815,280,8,167,133,49,16,0,72,0,128
513815,280,8,168,134,49,16,0,72,0,128
513825,280,8,169,135,49,16,0,72,0,128
513835,280,8,170,136,49,16,0,72,0,128
513855,280,8,171,137,49,16,0,72,0,128
513865,280,8,172,138,49,16,0,72,0,128
513875,280,8,173,139,49,16,0,72,0,128
513875,280,8,174,140,49,16,0,72,0,128
513885,280,8,175,141,49,16,0,72,0,128
513895,280,8,176,142,49,16,0,72,0,128
513915,280,8,177,143,49,16,0,72,0,128
513925,280,8,162,128,49,16,0,72,0,128
513935,280,8,163,129,49,16,0,72,0,128
513935,280,8,164,130,49,16,0,72,0,128
513945,280,8,165,131,49,16,0,72,0,128
513955,280,8,166,132,49,16,0,72,0,128
513965,280,8,167,133,49,16,0,72,0,128
513975,280,8,168,134,49,16,0,72,0,128
513985,280,8,169,135,49,16,0,72,0,128
513985,1016,8,3,8,128,0,25,73,20,33
513985,280,8,170,136,49,16,0,72,0,128
513995,280,8,171,137,49,16,0,72,0,128
514015,280,8,172,138,49,16,0,72,0,128
514035,280,8,173,139,49,16,0,72,0,128
514045,280,8,174,140,49,16,0,72,0,128
514045,1021,8,0,0,0,60,32,0,0,128
514045,280,8,175,141,49,16,0,72,0,128
514045,280,8,176,142,49,16,0,72,0,128
514055,280,8,177,143,49,16,0,72,0,128
514075,280,8,162,128,49,16,0,72,0,128
514085,280,8,163,129,49,16,0,72,0,128
514085,1021,8,1,0,6,0,0,8,18,128
514085,280,8,164,130,49,16,0,72,0,128
514095,280,8,165,131,49,16,0,72,0,128
514115,280,8,166,132,49,16,0,72,0,128
514135,280,8,167,133,49,16,0,72,0,128
514145,280,8,168,134,49,16,0,72,0,128
514145,1021,8,2,0,0,0,0,0,0,144
514155,280,8,169,135,49,16,0,72,0,128
514155,280,8,170,136,49,16,0,72,0,128
514165,280,8,171,137,49,16,0,72,0,128
514175,280,8,172,138,49,16,0,72,0,128
514185,280,8,173,139,49,16,0,72,0,128
514195,280,8,174,140,49,16,0,72,0,128
514205,280,8,175,141,49,16,0,72,0,128
514215,280,8,176,142,49,16,0,72,0,128
514225,280,8,177,143,49,16,0,72,0,128
514235,280,8,162,128,49,16,0,72,0,128
514245,280,8,163,129,49,16,0,72,0,128
514255,280,8,164,130,49,16,0,72,0,128
514265,280,8,165,131,49,16,0,72,0,128
514275,280,8,166,132,49,16,0,72,0,128
514285,280,8,167,133,49,16,0,72,0,128
514295,280,8,168,134,49,16,0,72,0,128
514305,280,8,169,135,49,16,0,72,0,128
514325,280,8,170,136,49,16,0,72,0,128
514335,280,8,175,137,49,16,4,72,0,128
514345,280,8,179,138,49,16,7,72,0,128
514355,280,8,183,139,49,16,10,72,0,128
514365,280,8,187,140,49,16,13,72,0,128
514375,280,8,191,141,49,16,16,72,0,128
514385,280,8,194,142,49,16,18,72,0,128
514395,280,8,197,143,49,16,20,72,0,128
514395,280,8,185,128,49,16,23,72,0,128
514405,280,8,190,129,49,16,27,72,0,128
514415,280,8,195,130,49,16,31,72,0,128
514435,280,8,199,131,49,16,34,72,0,128
514445,280,8,203,132,49,16,37,72,0,128
514455,280,8,207,133,49,16,40,72,0,128
514465,280,8,210,134,49,16,42,72,0,128
514475,280,8,213,135,49,16,44,72,0,128
514485,280,8,216,136,49,16,46,72,0,128
514495,280,8,218,137,49,16,47,72,0,128
514495,280,8,219,138,49,16,47,72,0,128
514505,280,8,221,139,49,16,48,72,0,128
514515,280,8,222,140,49,16,48,72,0,128
514535,280,8,224,141,49,16,49,72,0,128
514545,280,8,225,142,49,16,49,72,0,128
514545,1021,8,0,0,0,60,32,0,0,128
514555,280,8,226,143,49,16,49,72,0,128
514555,280,8,212,128,49,16,50,72,0,128
514565,280,8,213,129,49,16,50,72,0,128
514575,280,8,215,130,49,16,51,72,0,128
514585,280,8,217,131,49,16,52,72,0,128
514585,1021,8,1,0,6,0,0,8,18,128
514595,280,8,221,132,49,16,55,72,0,128
514605,280,8,226,133,49,16,59,72,0,128
514625,280,8,232,134,49,16,64,72,0,128
514635,280,8,239,135,49,16,70,72,0,128
514645,280,8,246,136,49,16,76,72,0,128
514645,1021,8,2,0,0,0,0,0,0,144
514645,280,8,253,137,49,16,82,72,0,128
514655,280,8,2,138,49,16,86,72,0,128
514665,280,8,8,139,49,16,91,72,0,128
