ts_ms,id,dlc,b0,b1,b2,b3,b4,b5,b6,b7
1236645,280,8,218,108,85,48,0,200,8,0
1236655,280,8,219,109,85,48,0,200,8,0
1236685,280,8,221,110,85,48,1,200,8,0
1236685,280,8,223,111,85,48,2,200,8,0
1236705,280,8,211,97,85,48,4,200,8,0
1236715,280,8,213,98,85,48,5,200,8,0
1236755,280,8,219,101,85,48,8,200,8,0
1236775,280,8,215,103,85,48,10,200,0,0
1236785,280,8,218,105,85,48,11,200,0,0
1236805,280,8,221,107,85,48,12,200,0,0
1236815,280,8,222,108,85,48,12,200,0,0
1236825,280,8,223,109,85,48,12,200,0,0
1236835,280,8,224,110,85,48,12,200,0,0
1236845,280,8,225,111,85,48,12,200,0,0
1236855,280,8,210,96,85,48,12,200,0,0
1236855,280,8,211,97,85,48,12,200,0,0
1236885,280,8,214,99,85,48,13,200,0,0
1236905,2047,8,7,38,0,133,32,68,35,112
1236915,280,8,56,101,85,48,14,200,96,255
1236935,280,8,218,103,85,48,14,200,0,255
1236975,280,8,174,107,85,48,15,200,208,254
1237015,280,8,195,111,85,48,16,200,224,254
1237035,280,8,85,97,85,48,16,200,128,254
1237055,280,8,56,99,85,48,17,200,96,254
1237075,280,8,74,101,85,48,17,200,112,254
1237095,280,8,28,103,85,48,17,200,64,254
1237105,1021,8,1,0,6,0,0,8,18,128
1237125,280,8,239,106,85,48,17,200,16,254
1237125,280,8,207,107,85,48,17,200,240,253
1237135,280,8,208,108,85,48,17,200,240,253
1237135,280,8,209,109,85,48,17,200,240,253
1237135,1021,8,2,0,0,0,0,0,0,144
1237135,280,8,194,110,85,48,17,200,224,253
1237145,280,8,131,111,85,48,17,200,160,253
1237175,280,8,116,96,85,48,17,200,160,253
1237185,280,8,101,97,85,48,17,200,144,253
1237195,2047,8,1,165,78,67,67,165,84,1
1237205,280,8,71,99,85,48,17,200,112,253
1237215,280,8,39,100,85,48,16,200,80,253
1237225,280,8,40,101,85,48,16,200,80,253
1237255,280,8,249,103,85,48,15,200,32,253
1237265,280,8,25,104,85,48,14,200,64,253
1237295,280,8,247,107,85,48,9,200,32,253
1237305,2047,8,2,71,86,109,142,81,207,39
1237325,280,8,244,110,85,48,3,200,32,253
1237325,280,8,243,111,85,48,1,200,32,253
1237365,280,8,37,98,85,48,0,200,96,253
